1.752000000000000000e+03,3.520000000000000000e+02
1.751000000000000000e+03,3.530000000000000000e+02
1.742000000000000000e+03,3.530000000000000000e+02
1.741000000000000000e+03,3.540000000000000000e+02
1.715000000000000000e+03,3.540000000000000000e+02
1.714000000000000000e+03,3.550000000000000000e+02
1.685000000000000000e+03,3.550000000000000000e+02
1.684000000000000000e+03,3.560000000000000000e+02
1.666000000000000000e+03,3.560000000000000000e+02
1.665000000000000000e+03,3.570000000000000000e+02
1.655000000000000000e+03,3.570000000000000000e+02
1.654000000000000000e+03,3.580000000000000000e+02
1.651000000000000000e+03,3.580000000000000000e+02
1.650000000000000000e+03,3.570000000000000000e+02
1.627000000000000000e+03,3.570000000000000000e+02
1.626000000000000000e+03,3.580000000000000000e+02
1.604000000000000000e+03,3.580000000000000000e+02
1.603000000000000000e+03,3.590000000000000000e+02
1.597000000000000000e+03,3.590000000000000000e+02
1.596000000000000000e+03,3.580000000000000000e+02
1.563000000000000000e+03,3.580000000000000000e+02
1.562000000000000000e+03,3.570000000000000000e+02
1.561000000000000000e+03,3.570000000000000000e+02
1.560000000000000000e+03,3.580000000000000000e+02
1.550000000000000000e+03,3.580000000000000000e+02
1.549000000000000000e+03,3.570000000000000000e+02
1.544000000000000000e+03,3.570000000000000000e+02
1.543000000000000000e+03,3.580000000000000000e+02
1.537000000000000000e+03,3.580000000000000000e+02
1.536000000000000000e+03,3.570000000000000000e+02
1.496000000000000000e+03,3.570000000000000000e+02
1.495000000000000000e+03,3.580000000000000000e+02
1.487000000000000000e+03,3.580000000000000000e+02
1.486000000000000000e+03,3.570000000000000000e+02
1.472000000000000000e+03,3.570000000000000000e+02
1.471000000000000000e+03,3.580000000000000000e+02
1.466000000000000000e+03,3.580000000000000000e+02
1.465000000000000000e+03,3.570000000000000000e+02
1.437000000000000000e+03,3.570000000000000000e+02
1.436000000000000000e+03,3.580000000000000000e+02
1.425000000000000000e+03,3.580000000000000000e+02
1.424000000000000000e+03,3.570000000000000000e+02
1.406000000000000000e+03,3.570000000000000000e+02
1.405000000000000000e+03,3.580000000000000000e+02
1.388000000000000000e+03,3.580000000000000000e+02
1.387000000000000000e+03,3.570000000000000000e+02
1.373000000000000000e+03,3.570000000000000000e+02
1.372000000000000000e+03,3.580000000000000000e+02
1.363000000000000000e+03,3.580000000000000000e+02
1.362000000000000000e+03,3.570000000000000000e+02
1.350000000000000000e+03,3.570000000000000000e+02
1.349000000000000000e+03,3.580000000000000000e+02
1.337000000000000000e+03,3.580000000000000000e+02
1.336000000000000000e+03,3.570000000000000000e+02
1.334000000000000000e+03,3.570000000000000000e+02
1.333000000000000000e+03,3.580000000000000000e+02
1.328000000000000000e+03,3.580000000000000000e+02
1.327000000000000000e+03,3.590000000000000000e+02
1.318000000000000000e+03,3.590000000000000000e+02
1.317000000000000000e+03,3.580000000000000000e+02
1.303000000000000000e+03,3.580000000000000000e+02
1.302000000000000000e+03,3.590000000000000000e+02
1.297000000000000000e+03,3.590000000000000000e+02
1.296000000000000000e+03,3.580000000000000000e+02
1.269000000000000000e+03,3.580000000000000000e+02
1.268000000000000000e+03,3.570000000000000000e+02
1.267000000000000000e+03,3.570000000000000000e+02
1.266000000000000000e+03,3.580000000000000000e+02
1.250000000000000000e+03,3.580000000000000000e+02
1.249000000000000000e+03,3.570000000000000000e+02
1.245000000000000000e+03,3.570000000000000000e+02
1.244000000000000000e+03,3.580000000000000000e+02
1.231000000000000000e+03,3.580000000000000000e+02
1.230000000000000000e+03,3.590000000000000000e+02
1.208000000000000000e+03,3.590000000000000000e+02
1.207000000000000000e+03,3.580000000000000000e+02
1.189000000000000000e+03,3.580000000000000000e+02
1.188000000000000000e+03,3.590000000000000000e+02
1.185000000000000000e+03,3.590000000000000000e+02
1.184000000000000000e+03,3.580000000000000000e+02
1.175000000000000000e+03,3.580000000000000000e+02
1.174000000000000000e+03,3.590000000000000000e+02
1.172000000000000000e+03,3.590000000000000000e+02
1.171000000000000000e+03,3.580000000000000000e+02
1.164000000000000000e+03,3.580000000000000000e+02
1.163000000000000000e+03,3.570000000000000000e+02
1.161000000000000000e+03,3.570000000000000000e+02
1.160000000000000000e+03,3.560000000000000000e+02
1.156000000000000000e+03,3.560000000000000000e+02
1.155000000000000000e+03,3.570000000000000000e+02
1.151000000000000000e+03,3.570000000000000000e+02
1.150000000000000000e+03,3.580000000000000000e+02
1.148000000000000000e+03,3.580000000000000000e+02
1.147000000000000000e+03,3.570000000000000000e+02
1.143000000000000000e+03,3.570000000000000000e+02
1.142000000000000000e+03,3.580000000000000000e+02
1.111000000000000000e+03,3.580000000000000000e+02
1.110000000000000000e+03,3.590000000000000000e+02
1.105000000000000000e+03,3.590000000000000000e+02
1.104000000000000000e+03,3.580000000000000000e+02
1.099000000000000000e+03,3.580000000000000000e+02
1.098000000000000000e+03,3.590000000000000000e+02
1.093000000000000000e+03,3.590000000000000000e+02
1.092000000000000000e+03,3.600000000000000000e+02
1.085000000000000000e+03,3.600000000000000000e+02
1.084000000000000000e+03,3.590000000000000000e+02
1.083000000000000000e+03,3.590000000000000000e+02
1.082000000000000000e+03,3.600000000000000000e+02
1.046000000000000000e+03,3.600000000000000000e+02
1.045000000000000000e+03,3.610000000000000000e+02
1.043000000000000000e+03,3.610000000000000000e+02
1.042000000000000000e+03,3.620000000000000000e+02
1.036000000000000000e+03,3.620000000000000000e+02
1.035000000000000000e+03,3.610000000000000000e+02
1.030000000000000000e+03,3.610000000000000000e+02
1.029000000000000000e+03,3.600000000000000000e+02
1.027000000000000000e+03,3.600000000000000000e+02
1.026000000000000000e+03,3.610000000000000000e+02
1.024000000000000000e+03,3.610000000000000000e+02
1.023000000000000000e+03,3.600000000000000000e+02
1.009000000000000000e+03,3.600000000000000000e+02
1.008000000000000000e+03,3.610000000000000000e+02
9.980000000000000000e+02,3.610000000000000000e+02
9.970000000000000000e+02,3.620000000000000000e+02
9.890000000000000000e+02,3.620000000000000000e+02
9.880000000000000000e+02,3.610000000000000000e+02
9.870000000000000000e+02,3.620000000000000000e+02
9.840000000000000000e+02,3.620000000000000000e+02
9.830000000000000000e+02,3.630000000000000000e+02
9.820000000000000000e+02,3.630000000000000000e+02
9.810000000000000000e+02,3.640000000000000000e+02
9.800000000000000000e+02,3.640000000000000000e+02
9.770000000000000000e+02,3.670000000000000000e+02
9.760000000000000000e+02,3.670000000000000000e+02
9.630000000000000000e+02,3.800000000000000000e+02
9.620000000000000000e+02,3.800000000000000000e+02
9.610000000000000000e+02,3.810000000000000000e+02
9.600000000000000000e+02,3.810000000000000000e+02
9.590000000000000000e+02,3.820000000000000000e+02
9.590000000000000000e+02,3.830000000000000000e+02
9.580000000000000000e+02,3.840000000000000000e+02
9.580000000000000000e+02,3.850000000000000000e+02
9.570000000000000000e+02,3.860000000000000000e+02
9.570000000000000000e+02,3.870000000000000000e+02
9.530000000000000000e+02,3.910000000000000000e+02
9.520000000000000000e+02,3.910000000000000000e+02
9.420000000000000000e+02,4.010000000000000000e+02
9.420000000000000000e+02,4.020000000000000000e+02
9.410000000000000000e+02,4.030000000000000000e+02
9.410000000000000000e+02,4.040000000000000000e+02
9.400000000000000000e+02,4.050000000000000000e+02
9.400000000000000000e+02,4.070000000000000000e+02
9.390000000000000000e+02,4.080000000000000000e+02
9.390000000000000000e+02,4.110000000000000000e+02
9.400000000000000000e+02,4.120000000000000000e+02
9.400000000000000000e+02,4.190000000000000000e+02
9.390000000000000000e+02,4.200000000000000000e+02
9.390000000000000000e+02,4.330000000000000000e+02
9.400000000000000000e+02,4.340000000000000000e+02
9.400000000000000000e+02,4.550000000000000000e+02
9.410000000000000000e+02,4.560000000000000000e+02
9.410000000000000000e+02,4.580000000000000000e+02
9.420000000000000000e+02,4.590000000000000000e+02
9.420000000000000000e+02,4.760000000000000000e+02
9.410000000000000000e+02,4.770000000000000000e+02
9.410000000000000000e+02,4.790000000000000000e+02
9.420000000000000000e+02,4.800000000000000000e+02
9.420000000000000000e+02,4.820000000000000000e+02
9.410000000000000000e+02,4.830000000000000000e+02
9.410000000000000000e+02,4.910000000000000000e+02
9.420000000000000000e+02,4.920000000000000000e+02
9.420000000000000000e+02,5.400000000000000000e+02
9.430000000000000000e+02,5.410000000000000000e+02
9.430000000000000000e+02,5.490000000000000000e+02
9.440000000000000000e+02,5.500000000000000000e+02
9.440000000000000000e+02,5.840000000000000000e+02
9.450000000000000000e+02,5.850000000000000000e+02
9.450000000000000000e+02,6.220000000000000000e+02
9.460000000000000000e+02,6.230000000000000000e+02
9.460000000000000000e+02,6.390000000000000000e+02
9.450000000000000000e+02,6.400000000000000000e+02
9.450000000000000000e+02,6.540000000000000000e+02
9.460000000000000000e+02,6.550000000000000000e+02
9.460000000000000000e+02,6.670000000000000000e+02
9.450000000000000000e+02,6.680000000000000000e+02
9.450000000000000000e+02,6.720000000000000000e+02
9.460000000000000000e+02,6.730000000000000000e+02
9.460000000000000000e+02,7.000000000000000000e+02
9.470000000000000000e+02,7.010000000000000000e+02
9.470000000000000000e+02,7.270000000000000000e+02
9.480000000000000000e+02,7.280000000000000000e+02
